bu_naam;parkeren_pct;auto_pct;voet_pct;fiets_pct
BU01190800Blankenstein;0.01;0.75;0.13;0.10
BU01186000Pesse kern;0.06;0.80;0.13;0.01
BU01186002Pesse-West;0.02;0.93;0.03;0.03
BU01186001Pesse-Oost;0.00;0.94;0.01;0.05
BU01186205Alteveer;0.01;0.97;0.00;0.03
BU01190900Industrieterrein Noord I;0.00;0.84;0.04;0.12
BU01411404Aalderinkshoek Zuidoost;0.04;0.57;0.26;0.13
BU01186206Nijstad;0.03;0.90;0.01;0.07
BU01190901Industrieterrein Noord II;0.01;0.84;0.07;0.07
BU01190302Reestlanden;0.01;0.78;0.12;0.09
BU01190303Schildersbuurt;0.11;0.51;0.37;0.01
BU01190400Plantenbuurt;0.07;0.74;0.15;0.04
BU01190401Scheepsbuurt;0.06;0.82;0.08;0.04
BU01190500Bloemenbuurt;0.11;0.57;0.29;0.02
BU01191000Industrie Oevers A;0.05;0.78;0.02;0.14
BU01932100Oud-Westenholte;0.07;0.63;0.24;0.06
BU01191100Verspreid gebied Meppel Noord;0.00;0.95;0.00;0.05
BU01191208Nijeveense Bovenboer;NULL;NULL;NULL;NULL
BU01191209Verspreid gebied Nijeveen;0.01;0.89;0.01;0.09
BU01932110Westenholte-Stins;0.14;0.35;0.28;0.22
BU01191101Verspreid gebied Meppel Oost;0.01;0.68;0.20;0.11
BU01411805Schelfhorst-Zuidoost;0.10;0.59;0.24;0.07
BU01191300Rogat;0.01;0.96;0.01;0.01
BU01191301Broekhuizen;NULL;NULL;NULL;NULL
BU01191302De Schiphorst;0.00;0.92;0.00;0.08
BU02680843Kerkenbos;0.03;0.73;0.09;0.15
BU01191102Verspreid gebied Meppel Zuid;0.11;0.83;0.02;0.04
BU01191200Nijeveen Oost;0.02;0.92;0.02;0.04
BU02630101Well;0.05;0.72;0.19;0.04
BU01411309wijk 13;0.02;0.83;0.07;0.08
BU01411906Huttenveld;0.03;0.70;0.17;0.09
BU01411409wijk 14;0.09;0.76;0.09;0.07
BU01411500Nieuwstraat en omgeving;0.17;0.51;0.30;0.02
BU01411806Veenelanden;0.00;0.87;0.00;0.13
BU01411703Kollenveld-Bolkshoek;0.04;0.85;0.09;0.02
BU01411908De Grens;0.16;0.74;0.07;0.03
BU01411709Hofkamp;0.01;0.83;0.06;0.11
BU01411800Schelfhorst-Zuidwest;0.06;0.61;0.25;0.08
BU19001804Ferwoude;0.09;0.71;0.13;0.07
BU01411901Kanaalzijde;0.07;0.66;0.13;0.13
BU01411902Leemslagen-Noord;0.15;0.51;0.24;0.10
BU01411903Leemslagen-Zuid;0.14;0.55;0.21;0.10
BU01411904Zeven Bosjes;0.02;0.81;0.11;0.06
BU01412002Bedrijvenpark Twente;0.11;0.86;0.01;0.01
BU05130503Achterwillenseweg;0.06;0.41;0.48;0.05
BU01412009wijk 20;0.01;0.93;0.00;0.06
BU01470000Bornsche Maten;0.11;0.60;0.24;0.06
BU01470001Borne Centrum;0.13;0.50;0.32;0.05
BU01470002't Wensink Noord;0.06;0.58;0.31;0.05
BU19420004Cereslaan;0.17;0.42;0.38;0.03
BU01470009Borne-West;0.02;0.90;0.05;0.04
BU01480104Polhaar;0.10;0.58;0.31;0.01
BU01932230Werkeren;0.12;0.51;0.34;0.03
BU01470100Borne-Oost;0.08;0.77;0.14;0.01
BU01480106Gernermarke-Oosterdalfsen;0.07;0.61;0.25;0.07
BU01480107Bedrijventerrein Rondweg;0.04;0.89;0.02;0.04
BU01480108Ankum kern;0.12;0.55;0.33;0.00
BU01480111Welsum-Gerner;0.06;0.83;0.05;0.05
BU01470102Zenderen;0.02;0.91;0.04;0.04
BU01470105Hertme;0.04;0.64;0.30;0.02
BU03610301Oosterhout;0.17;0.47;0.29;0.08
BU01750101Kern Ommen - Centrum;0.15;0.50;0.33;0.02
BU01470106Hertme;0.00;0.92;0.01;0.07
BU01480101Dalfsen Centrum;0.20;0.41;0.37;0.02
BU01480102Vechtvliet-Leemcule;0.02;0.65;0.32;0.00
BU01931170Meppelerstraatweg-Zuid;0.10;0.55;0.18;0.17
BU03632802Oosterparkbuurt Zuidoost;0.15;0.29;0.52;0.03
BU01480109Ankum;0.01;0.95;0.03;0.02
BU01480206Bedrijventerrein De Grift;0.02;0.95;0.01;0.02
BU01480113Dalmsholte;0.00;0.92;0.00;0.08
BU01480110Dalfserveld;0.00;0.93;0.00;0.06
BU01480119Oudleusenerveld;0.01;0.93;0.00;0.06
BU01530404Deppenbroek;0.15;0.45;0.40;0.00
BU01480303Nieuwe Landen;0.05;0.66;0.27;0.02
BU01931180Bedrijventerrein Floresstraat;0.04;0.67;0.21;0.08
BU03440524Watervogelbuurt;0.09;0.34;0.53;0.04
BU01480112Hessum-Rechteren;0.01;0.92;0.02;0.06
BU01480203Nieuwleusen Centrum-zuid;0.06;0.61;0.28;0.05
BU01480202Nieuwleusen Centrum-noord;0.29;0.41;0.24;0.06
BU01480305Lemelerveld west;0.01;0.88;0.05;0.06
BU01480114Millingen;0.02;0.66;0.24;0.08
BU01480115Emmen-De Marshoek;0.02;0.82;0.04;0.12
BU01480116Hoonhorst kern;0.06;0.65;0.28;0.01
BU01480117Lenthe;0.00;0.97;0.00;0.03
BU01480301Lemelerveld kern west;0.12;0.56;0.28;0.04
BU01480304Bedrijventerrein 't Febriek;0.09;0.91;0.00;0.00
BU01480201Nieuwleusen Noord;0.11;0.66;0.22;0.01
BU01480204Nieuwleusen Zuid;0.18;0.58;0.23;0.02
BU01480205Westerbouwlanden;0.07;0.64;0.26;0.03
BU01480302Lemelerveld kern oost;0.09;0.61;0.29;0.01
BU01480207Bedrijventerrein De Evenboer;0.11;0.75;0.08;0.06
BU01480208De Meele;0.01;0.94;0.02;0.03
BU01500906Spikvoorde;0.15;0.58;0.26;0.01
BU01480209Oosterhulst;0.02;0.95;0.00;0.02
BU01480210Ruitenveen;0.00;0.85;0.00;0.14
BU01480211Oosteinde;0.00;0.96;0.00;0.04
BU01530406Drienerveld-U.T.;0.12;0.63;0.17;0.07
BU01530500Schreurserve;0.13;0.49;0.38;0.00
BU01500103Noordenbergkwartier;0.11;0.49;0.38;0.02
BU06420103Drinkwaterbedrijf;0.00;0.52;0.28;0.20
BU01480306Lemelerveld oost;0.06;0.92;0.01;0.01
BU01530502Park Stokhorst;0.10;0.54;0.33;0.03
BU01530503Stokhorst;0.04;0.77;0.13;0.06
BU16670200Lage Mierde;0.07;0.68;0.18;0.07
BU01500101Centrum;0.05;0.33;0.61;0.01
BU01500102Bergkwartier;0.17;0.44;0.32;0.07
BU01500104Noordenbergsingel;0.11;0.42;0.35;0.13
BU01530501Ribbelt-Ribbelerbrink;0.13;0.46;0.40;0.01
BU01500301Noorderplein;0.12;0.53;0.35;0.00
BU01530605Wesselerbrink Zuid-West;0.15;0.46;0.36;0.03
BU01530008Boddenkamp;0.20;0.47;0.30;0.03
BU01500105Singel;0.08;0.38;0.47;0.08
BU01530601Stroinkslanden-Zuid;0.16;0.43;0.36;0.05
BU01530007Horstlanden-Stadsweide;0.13;0.43;0.41;0.03
BU01750118Kern Ommen - Strangen;0.18;0.47;0.33;0.01
BU01500106Raambuurt;0.09;0.43;0.45;0.03
BU01530607Helmerhoek-Noord;0.10;0.49;0.33;0.09
BU01500303Lange Zandstraat;0.11;0.49;0.38;0.01
BU01500107Knutteldorp;0.12;0.48;0.33;0.08
BU01500201De Hoven;0.10;0.65;0.19;0.07
BU01530700Industrie- en havengebied;0.08;0.79;0.05;0.08
BU01501008Swormink;0.13;0.56;0.27;0.04
BU01500302Zwolseweg;0.07;0.51;0.42;0.01
BU01530600Stroinkslanden Noord-Oost;0.07;0.58;0.29;0.06
BU08260503Componistenbuurt;0.11;0.53;0.32;0.03
BU01500304Zandweerd-Zuid;0.14;0.42;0.39;0.05
BU01530701Marssteden;0.01;0.95;0.01;0.04
BU01580041De Els;0.11;0.58;0.31;0.00
BU01530101Wooldrik;0.07;0.54;0.39;0.01
BU01933200Brinkhoek;0.06;0.77;0.05;0.11
BU01500305Zandweerd-Noord;0.11;0.52;0.32;0.06
BU01530602Stroinkslanden Noord-West;0.07;0.65;0.20;0.08
BU01530603Wesselerbrink Noord-Oost;0.19;0.52;0.26;0.03
BU01530604Wesselerbrink Zuid-Oost;0.14;0.49;0.35;0.02
BU08260504De Warande;0.12;0.51;0.22;0.15
BU01500306Schrijversbuurt;0.04;0.52;0.37;0.08
BU01500401Rode Dorp;0.12;0.45;0.41;0.03
BU01530606Wesselerbrink Noord-West;0.11;0.57;0.27;0.05
BU01934010Bedrijventerrein de Vrolijkheid;0.07;0.68;0.14;0.11
BU01500402Oudegoedstraat;0.06;0.52;0.42;0.00
BU01530800Glanerveld;0.10;0.59;0.22;0.09
BU01530801Bentveld-Bultserve;0.11;0.52;0.35;0.02
BU01500403Burgemeestersbuurt;0.14;0.43;0.42;0.01
BU01530608Helmerhoek-Zuid;0.14;0.55;0.27;0.04
BU01530609het Brunink;0.00;0.80;0.03;0.17
BU01530802Schipholt-Glanermaten;0.16;0.51;0.33;0.00
BU01500404Oosterstraat;0.16;0.36;0.48;0.00
BU01500405Rielerweg-West;0.12;0.46;0.41;0.01
BU01530702Koekoeksbeekhoek;0.13;0.83;0.01;0.04
BU01500406Rielerweg-Oost;0.09;0.53;0.26;0.11
BU01500407Brinkgreven;0.18;0.64;0.13;0.05
BU01530703Kennispark;0.22;0.47;0.20;0.12
BU01500501Borgele;0.10;0.52;0.32;0.06
BU01530103Varvik-Diekman;0.15;0.52;0.29;0.05
BU01530104Sleutelkamp;0.14;0.49;0.31;0.05
BU01530803Eekmaat;0.18;0.46;0.34;0.02
BU01500502Platvoet;0.13;0.58;0.24;0.06
BU01500601Ludgeruskwartier;0.11;0.46;0.37;0.06
BU01530105't Weldink;0.01;0.74;0.08;0.17
BU01530106De Leuriks;0.09;0.74;0.09;0.08
BU17311602Mantinge;0.01;0.94;0.01;0.05
BU01500602Tuindorp;0.09;0.47;0.43;0.02
BU01530805Eilermarke;0.11;0.61;0.26;0.02
BU01530806De Slank;0.07;0.80;0.01;0.11
BU02000703De Mheen;0.10;0.52;0.33;0.06
BU01500603Rollecatekwartier;0.05;0.55;0.34;0.05
BU01530804Oikos;0.10;0.66;0.22;0.01
BU01530807Dolphia;0.09;0.71;0.19;0.01
BU01934020Veldhoek;0.00;0.88;0.00;0.12
BU01500604Oranjekwartier;0.08;0.50;0.37;0.05
BU01530901Dorp Boekelo;0.11;0.63;0.25;0.01
BU01530200Cromhoffsbleek-Kotman;0.11;0.58;0.27;0.04
BU01530201Boswinkel-De Braker;0.11;0.49;0.39;0.01
BU02440002Ten oosten van Apeldoornseweg;0.13;0.65;0.16;0.05
BU03440525L. Napoleonplantsoen en omgeving;0.05;0.40;0.52;0.03
BU01500803Blauwenoord;0.08;0.69;0.16;0.06
BU01580003Haaksbergen Kern-3;0.08;0.60;0.31;0.01
BU01501001Snipperling;0.04;0.76;0.12;0.08
BU01530204Stadsveld-Zuid;0.12;0.41;0.46;0.01
BU01500605Landsherenkwartier;0.14;0.44;0.37;0.05
BU08890101Bussereind;NULL;NULL;NULL;NULL
BU01530202Pathmos;0.16;0.38;0.45;0.01
BU01530203Stevenfenne;0.17;0.43;0.39;0.00
BU01530206Stadsveld-Noord-Bruggert;0.07;0.48;0.45;0.00
BU02000808Stadhoudersmolen;0.12;0.69;0.10;0.09
BU01500701Rivierenbuurt;0.13;0.51;0.28;0.08
BU01500702Deltabuurt;0.10;0.52;0.34;0.04
BU01530808Eekmaat West;0.13;0.54;0.30;0.03
BU01530900Dorp Lonneker;0.09;0.58;0.25;0.07
BU01500703Hoornwerk;0.12;0.47;0.31;0.10
BU01500704Industrieterrein;0.07;0.74;0.13;0.06
BU01530300Tubantia-Toekomst;0.21;0.44;0.31;0.03
BU01500705Kloosterlanden;0.03;0.79;0.13;0.04
BU01580002Haaksbergen Kern-2;0.06;0.70;0.24;0.00
BU01530301Twekkelerveld;0.11;0.43;0.42;0.04
BU03638202Zuidwestkwadrant Osdorp Noord;0.11;0.24;0.56;0.08
BU01500706Epse-Noord;0.07;0.88;0.03;0.02
BU01501401Dorp Lettele;0.09;0.68;0.17;0.06
BU01601902Lutten-West;0.33;0.66;0.00;0.01
BU01501009Handelspark De Weteringen;0.10;0.80;0.08;0.03
BU01580020Leemdijk;0.07;0.80;0.09;0.03
BU01501301Okkenbroek;0.02;0.83;0.11;0.04
BU01580004Haaksbergen Kern-4;0.03;0.60;0.32;0.04
BU01580030Zienesch;0.10;0.57;0.31;0.02
BU01580040De Pas;0.15;0.54;0.30;0.01
BU01500801Het Oostrik;0.11;0.37;0.44;0.08
BU09835105Witveld;0.35;0.57;0.01;0.07
BU01530401Bolhaar;0.07;0.61;0.29;0.03
BU01530003De Bothoven;0.18;0.47;0.33;0.01
BU03631302Spaarndammerbuurt Zuidoost;0.13;0.31;0.48;0.08
BU01500802Groot Douwel;0.12;0.56;0.26;0.05
BU01530004Hogeland-Noord;0.11;0.48;0.39;0.01
BU02000504Matenhoeve;0.09;0.64;0.15;0.12
BU01500901Op den Haar;0.12;0.56;0.25;0.07
BU01580010Veldmaat 1;0.08;0.60;0.25;0.07
BU01580011Veldmaat 2;0.18;0.62;0.19;0.00
BU01935130Geren;0.11;0.57;0.19;0.13
BU01500902Steinvoorde;0.13;0.47;0.30;0.11
BU01500903Graveland;0.00;0.75;0.14;0.11
BU01500904Het Jeurlink;0.10;0.52;0.28;0.10
BU02440003Hogenkamp en omgeving;0.12;0.58;0.26;0.04
BU01500905Het Fetlaer en Spijkvoorder Enk;0.13;0.56;0.23;0.07
BU01630408'n Oaln Diek;0.07;0.56;0.22;0.15
BU01500907Overig Colmschate-Noord;0.00;0.78;0.03;0.19
BU01501002Dorp Colmschate;0.08;0.68;0.16;0.08
BU01530906Buurtschap Usselo;0.02;0.90;0.02;0.06
BU01630700Dorp Haarle;0.11;0.55;0.30;0.04
BU01501402Oude Molen;0.00;0.79;0.01;0.20
BU01501403Buitengebied Lettele en Okkenbroek;0.01;0.86;0.02;0.11
BU01580050Wolferink 1 en 4;0.09;0.62;0.28;0.02
BU01580051Wolferink 2;0.09;0.58;0.30;0.03
BU01501005Roessink;0.10;0.61;0.16;0.13
BU01501003De Scheg;0.13;0.66;0.16;0.06
BU01501004Colmschaterenk;0.13;0.55;0.22;0.10
BU01530005Getfert;0.14;0.47;0.38;0.01
BU01530006Veldkamp-Getfert-West;0.16;0.52;0.29;0.04
BU01600804De Krim;0.02;0.81;0.07;0.10
BU01501007Essenerveld;0.08;0.63;0.25;0.04
BU01580052Wolferink 5;0.13;0.47;0.38;0.02
BU01580180Veldmaat ten zuiden van de spoorlijn;0.01;0.81;0.10;0.08
BU01932260Breecamp;0.11;0.51;0.28;0.10
BU01501006Het Bramelt;0.08;0.60;0.20;0.12
BU01530100Velve-Lindenhof;0.16;0.48;0.35;0.01
BU01935140Gerenlanden;0.12;0.48;0.24;0.16
BU01501010Bannink;0.00;1.00;0.00;0.00
BU01501011Oxerhof;0.00;0.95;0.03;0.02
BU01501101Dorp Diepenveen;0.05;0.71;0.21;0.03
BU01501102Rande;0.01;0.82;0.07;0.10
BU01501103Tjoene;0.04;0.61;0.23;0.11
BU01530102Hogeland-Zuid;0.13;0.50;0.36;0.01
BU01935150Gerenbroek;0.13;0.46;0.27;0.15
BU01501201Dorp Schalkhaar;0.08;0.64;0.25;0.03
BU01530903Noord Esmarke;0.01;0.89;0.08;0.02
BU01530904Buurtschap Zuid-Esmarke;0.00;0.93;0.01;0.06
BU01501202Averlo en Frieswijk;0.00;0.90;0.03;0.08
BU01530205Elferink-Heuwkamp;0.11;0.56;0.28;0.04
BU01530905Buurtschap Broekheurne;0.01;0.84;0.07;0.08
BU01501501Dorp Bathmen;0.06;0.65;0.26;0.03
BU01530207't Zwering;0.11;0.64;0.18;0.07
BU01530208Ruwenbos;0.07;0.58;0.20;0.15
BU02430501Stadsdennen-Noord;0.08;0.54;0.32;0.06
BU02283004Halderbrink;0.08;0.62;0.23;0.08
BU01501503Dortherhoek;0.00;0.92;0.00;0.08
BU01530400Walhof-Roessingh;0.13;0.48;0.36;0.03
BU02000604Woudhuis;0.08;0.61;0.28;0.02
BU01501504Zuidloo;0.00;0.93;0.01;0.06
BU01530000City;0.05;0.38;0.56;0.02
BU01530001Lasonder Zeggelt;0.10;0.48;0.42;0.01
BU01530002De Laares;0.14;0.52;0.34;0.00
BU02000704Anklaar;0.07;0.54;0.34;0.06
BU01530902Buurtschap Lonneker-West;0.06;0.86;0.05;0.04
BU01530907Boekelerveld;0.01;0.96;0.02;0.02
BU01580090Industriegebied West;0.12;0.69;0.13;0.06
BU01580091Industriegebied Brammelo;0.05;0.90;0.05;0.00
BU01600805Nieuwlande;0.01;0.99;0.00;0.00
BU01530908Buurtschap Twekkelo;0.00;0.94;0.03;0.02
BU01580001Haaksbergen Kern-1;0.14;0.49;0.36;0.01
BU01580160Langelo ten noorden van de spoorlijn;0.00;0.94;0.06;0.00
BU01580290Sint Isidorushoeve;0.00;0.98;0.00;0.02
BU01580300Buurse kern;0.12;0.66;0.17;0.05
BU01580170Langelo (gedeeltelijk) en Honesch;0.02;0.83;0.05;0.10
BU01580190Veldmaat ten noorden van de spoorlijn;0.02;0.85;0.05;0.08
BU01580200Sint Isidorushoeve kern;0.11;0.61;0.26;0.02
BU01580900Haaksbergen Kern-Centrum;0.14;0.49;0.36;0.01
BU01600101Ane Dorp;0.07;0.87;0.00;0.07
BU01580390Buurse;0.03;0.81;0.05;0.11
BU01580490Brammelo;0.00;0.94;0.00;0.06
BU01600501Bergentheim Kern;0.15;0.56;0.28;0.01
BU01580590Bretelerveld;0.00;0.99;0.00;0.00
BU01580690Stepelo (gedeeltelijk);0.00;0.87;0.01;0.12
BU03070206Bloemweg;0.06;0.53;0.35;0.06
BU01600102Ane;0.00;0.99;0.00;0.01
BU01600201Anerveen;0.00;0.94;0.05;0.00
BU01600403Balkbrug-Zuidoost;0.11;0.66;0.23;0.00
BU01600404Balkbrug-Benedenvaart;0.00;1.00;0.00;0.00
BU01601202Gramsbergen Uitbreidingsplan;0.08;0.57;0.32;0.03
BU01600301Anevelde;0.00;0.96;0.00;0.03
BU01600401Balkbrug-Zuidwest;0.08;0.69;0.20;0.03
BU01600901Dedemsvaart-Noord;0.12;0.57;0.29;0.01
BU01600902Dedemsvaart-Zuidwest;0.09;0.54;0.33;0.04
BU01600405De Kolonie;0.00;1.00;0.00;0.00
BU01600406Reestgebied (ged.);0.04;0.84;0.03;0.09
BU01600601Brucht;0.19;0.71;0.00;0.09
BU01600801De Krim;0.03;0.86;0.01;0.10
BU01770102Plan De Vloedkampen;0.06;0.59;0.19;0.16
BU01600407Westerhuizingerveld;0.00;0.92;0.00;0.08
BU01770101Industriegebied De Zegge III;0.00;0.93;0.00;0.07
BU01600803De Krim-Zuid;0.13;0.49;0.33;0.04
BU01600502Bergentheimerveen;0.02;0.95;0.04;0.00
BU01600701Collendoorn;0.01;0.92;0.04;0.03
BU01600802De Krim-Streekdorp;0.13;0.61;0.17;0.09
BU01600903Dedemsvaart-Zuidoost;0.09;0.59;0.24;0.08
BU01600904Rheezerend;0.06;0.89;0.03;0.02
BU01600905Industriegebied Rollepaal;0.17;0.75;0.04;0.04
BU01602001Marienberg Kern;0.06;0.63;0.21;0.09
BU01600906Colenbranderbos;0.00;0.92;0.03;0.05
BU01660302Industrieterrein IJsselmuiden;0.01;0.80;0.09;0.10
BU01601201Gramsbergen Kern;0.15;0.54;0.27;0.04
BU01600907Dedemsvaart;0.01;0.83;0.00;0.15
BU01770105Raan-West;0.12;0.54;0.28;0.06
BU01600908Ommerkanaal;0.00;0.92;0.03;0.06
BU01601001Den Velde;0.00;0.99;0.00;0.00
BU01601301Heemserveen;0.01;0.94;0.05;0.00
BU01660002Groene Hart;0.11;0.47;0.25;0.17
BU01601101Diffelen;0.03;0.79;0.10;0.08
BU01601702Kloosterhaar;0.00;0.96;0.00;0.04
BU01601801Loozen;0.09;0.74;0.07;0.10
BU01601901Lutten Kern;0.15;0.53;0.32;0.00
BU01630403Konijnenberg;0.11;0.58;0.14;0.17
BU01630406Groot Lochter;0.13;0.49;0.32;0.06
BU01601701Kloosterhaar Kern;0.08;0.60;0.25;0.08
BU01770103Hartkamp II;0.11;0.59;0.25;0.04
BU01601501Holthone;0.00;0.94;0.00;0.06
BU01602201Rheeze;0.12;0.70;0.09;0.09
BU07960104Binnenstad-Noord;0.16;0.46;0.37;0.01
BU01601401Holtheme-De Haandrik;0.01;0.94;0.01;0.04
BU01601904Oud-Lutten;0.04;0.91;0.03;0.01
BU01602002Marienberg;0.02;0.84;0.04;0.10
BU01770104Drostenkamp en Tijenraan;0.17;0.47;0.21;0.15
BU01770107Het Overstigt;0.10;0.60;0.23;0.07
BU01602101Radewijk;0.02;0.95;0.02;0.01
BU03638901Jacques Veldmanbuurt;0.12;0.36;0.47;0.05
BU01630103Den Dam;0.13;0.50;0.29;0.08
BU01602301Rheezerveen;0.02;0.92;0.01;0.05
BU01602401Schuinesloot Kern;0.05;0.75;0.14;0.05
BU01770106Raan-Oost;0.10;0.53;0.29;0.08
BU01602603Slagharen-Oost;0.06;0.61;0.27;0.06
BU01602402Schuinesloot;0.00;0.91;0.00;0.09
BU01602501Sibculo Kern;0.10;0.54;0.31;0.05
BU01602602De Belt;0.31;0.65;0.04;0.00
BU01630302Bloemen-Schilderswijk;0.10;0.47;0.38;0.04
BU01602502Sibculo;0.03;0.85;0.02;0.10
BU01602601Slagharen Kern;0.12;0.53;0.30;0.05
BU01602901Bruchterveld Kern;0.15;0.51;0.34;0.00
BU01660004Kampen-Zuid;0.13;0.51;0.36;0.01
BU01602604Slagharen-West;0.20;0.75;0.02;0.03
BU01602701Venebrugge;0.00;0.99;0.00;0.01
BU01770801Heino-Oost;0.11;0.56;0.28;0.06
BU01602801Overig Stad Hardenberg;0.17;0.52;0.29;0.03
BU01770802Heino-Noord;0.07;0.88;0.03;0.02
BU01750121Kern Ommen - Alteveer wonen 1-4;0.10;0.60;0.27;0.03
BU01800000Staphorst plan-Oost;0.18;0.56;0.18;0.08
BU01602808Marslanden;0.14;0.67;0.13;0.06
BU01890006't Loo;0.05;0.69;0.21;0.06
BU01602802Industriegebied;0.10;0.75;0.05;0.10
BU01602803Norden en Hazenbos;0.13;0.58;0.23;0.06
BU01602805Heemse-West Heemserbos;0.18;0.56;0.24;0.02
BU01602806Baalder;0.10;0.58;0.22;0.10
BU01602804Heemse-Oost Heemsermars;0.13;0.57;0.27;0.03
BU01750122Kern Ommen - Alteveer Bedrijven;0.10;0.84;0.06;0.00
BU03830711Limmen Centrum;0.14;0.52;0.31;0.03
BU01602807Baalderveld;0.13;0.50;0.29;0.09
BU01630404Nijverdal Oost;0.06;0.66;0.18;0.10
BU07570002Boxtel-Noord;0.08;0.47;0.41;0.04
BU01630104De Blenke;0.15;0.50;0.33;0.02
BU01630203Gagelman Industrieterrein-Noord;0.18;0.60;0.14;0.09
BU01602809Centrum Saneringsgebied;0.20;0.32;0.47;0.01
BU01630102De Höfte;0.08;0.67;0.14;0.10
BU01750120Kern Ommen - Rotbrink;0.16;0.76;0.00;0.08
BU03830721Limmen Oost;0.08;0.65;0.17;0.10
BU01602902Bruchterveld;0.00;0.93;0.00;0.06
BU01630101Hellendoorn-Centrum;0.16;0.49;0.34;0.01
BU01630105De Zuid Es;0.06;0.61;0.28;0.04
BU01630405De Blokken;0.15;0.47;0.31;0.07
BU07570003Munsel-Selissen;0.11;0.56;0.25;0.07
BU01630304Noetsele II en III;0.05;0.72;0.21;0.02
BU02000705Sprenkelaar;0.06;0.55;0.33;0.06
BU01630106De Noord Es;0.07;0.58;0.34;0.00
BU01630201Zeeheldenwijk;0.06;0.77;0.14;0.03
BU01630202Wilhelminawijk;0.13;0.58;0.17;0.12
BU01630301Nijverdal-Centrum;0.20;0.50;0.27;0.03
BU01630401Prinsessenwijk;0.11;0.55;0.29;0.06
BU01630303Noetsele I;0.06;0.59;0.30;0.05
BU01660015Het Onderdijks;0.06;0.66;0.22;0.05
BU01660016Polder Dronthen;0.00;0.88;0.00;0.12
BU01630402De Brake;0.14;0.55;0.29;0.02
BU01630407't Lochter;0.03;0.82;0.02;0.13
BU01660017De Melm;0.00;0.88;0.00;0.11
BU01660018Kampereiland;0.01;0.86;0.00;0.13
BU01660019Mandjeswaard;0.00;0.93;0.00;0.06
BU01630504Boersingel;0.02;0.89;0.01;0.08
BU01630505Egede Elen en Rhaan;0.01;0.90;0.00;0.09
BU01630506Hulsen;0.01;0.82;0.03;0.15
BU01630501Hellendoorn;0.01;0.85;0.06;0.07
BU01630503't Hexel;0.03;0.89;0.02;0.06
BU01630604Kruidenwijk Noord;0.16;0.58;0.21;0.06
BU01630606Kruidenwijk Zuid;0.08;0.64;0.15;0.13
BU01630510Marle;0.00;0.89;0.00;0.11
BU01640103Bedrijventerrein Timmersveld;0.03;0.83;0.07;0.07
BU02000809Hommelbrink;0.08;0.64;0.18;0.10
BU01630507Haarle;0.01;0.91;0.02;0.06
BU01630508Daarle;0.01;0.91;0.00;0.08
BU01630509Daalerveen;0.03;0.92;0.02;0.03
BU01630601Hulsen dorp;0.10;0.45;0.37;0.08
BU01630602Kruidenwijk Oost;0.15;0.60;0.23;0.01
BU01630900Dorp Daarlerveen;0.09;0.66;0.25;0.00
BU01630800Dorp Daarle;0.09;0.62;0.18;0.10
BU01660006Industrieterrein Kampen;0.05;0.82;0.07;0.06
BU01640000Binnenstad-Centrum;0.08;0.46;0.45;0.01
BU01660301Losselanden;0.10;0.48;0.39;0.03
BU02000706Bedrijvenpark Apeldoorn Noord;0.19;0.65;0.11;0.06
BU01640305Bruninkshoek;0.08;0.62;0.19;0.11
BU17830408Nieuwe Vaart;0.12;0.47;0.37;0.03
BU01640203Klein Driene;0.13;0.45;0.42;0.00
BU01890007De Hooilanden;0.05;0.62;0.28;0.04
BU02000707Sleutelbloem;0.14;0.68;0.12;0.05
BU01640001Binnenstad-West;0.12;0.46;0.37;0.05
BU01660300IJsselmuiden-Centrum;0.10;0.52;0.37;0.01
BU01640002Binnenstad-Oost;0.12;0.47;0.34;0.07
BU01640100Hengelose Es-Noord;0.11;0.53;0.32;0.04
BU01640101Tichelwerk;0.14;0.46;0.31;0.09
BU01640102't Wilbert;0.13;0.47;0.33;0.07
BU03310001Graaf;0.04;0.86;0.01;0.09
BU01640201Elsbeek;0.09;0.52;0.34;0.05
BU01771009Molenweg en omgeving;0.01;0.98;0.01;0.00
BU02001001Uddel;0.07;0.75;0.10;0.08
BU01640202De Noork;0.12;0.51;0.36;0.01
BU01660307Trekvaart;0.09;0.65;0.17;0.09
BU01660305Oosterholt;0.04;0.65;0.20;0.11
BU01640204't Rot;0.09;0.57;0.27;0.07
BU01710107Emmeloord-Espelervaart-Bergenbuurt;0.17;0.37;0.36;0.11
BU01640300Bovenhoek;0.11;0.54;0.31;0.04
BU01710734Nagele-woonkern;0.11;0.46;0.39;0.04
BU01750401Kern Beerzerveld;0.15;0.54;0.22;0.09
BU01640301Schothorsthoek;0.04;0.69;0.17;0.10
BU01640302Bartelinkshoek;0.06;0.78;0.11;0.05
BU04890513Buitenoord 3;0.15;0.44;0.32;0.09
BU01640303Tijertshoek;0.07;0.53;0.28;0.12
BU01750123Kern Ommen - Alteveer Voorzieningen;0.43;0.38;0.15;0.05
BU18950309Beerta;0.03;0.90;0.01;0.06
BU01750112Buurtschap Zeesse;NULL;NULL;NULL;NULL
BU01640304Sogtoenhoek;0.14;0.51;0.28;0.06
BU01660500Wilsum;0.04;0.76;0.20;0.00
BU02280205Beatrixpark;0.09;0.47;0.38;0.06
BU01640306Middelhoek;0.09;0.55;0.30;0.06
